Award Level and Institution Type,State,Region,Major Field Family (2-digit CIP),Major Field Family (2-digit CIP) Title,2020 Enrollment,2021 Enrollment,2021 % Change from Previous Year,2022 Enrollment,2022 % Change from Previous Year,2023 Enrollment,2023 % Change from Previous Year,2024 Enrollment,2024 % Change from Previous Year,2025 Enrollment,2025 % Change from Previous Year
Undergraduate 4-year,California,West,41,Science Technologies/Technicians,0,0,,,,,,0,,0,
Undergraduate 4-year,California,West,42,Psychology,54724,58505,6.9,60239,3.0,59379,-1.4,59237,-0.2,60776,2.6
Undergraduate 4-year,California,West,43,Security and Protective Services,18444,18904,2.5,18004,-4.8,16992,-5.6,16765,-1.3,16844,0.5
Undergraduate 4-year,California,West,44,Public Administration and Social Service Professions,7635,7373,-3.4,6943,-5.8,5955,-14.2,5789,-2.8,6058,4.6
Undergraduate 4-year,California,West,45,Social Sciences,71951,71157,-1.1,68524,-3.7,64404,-6.0,62084,-3.6,62061,-0.0
Undergraduate 4-year,California,West,46,Construction Trades,0,0,,0,,0,,0,,,
Undergraduate 4-year,California,West,47,Mechanic and Repair Technologies/Technicians,,,,,,,,,,,
Undergraduate 4-year,California,West,48,Precision Production,,,,,,,,,,,
Undergraduate 4-year,California,West,49,Transportation and Materials Moving,869,814,-6.3,809,-0.6,863,6.6,980,13.6,1149,17.3
Undergraduate 4-year,California,West,50,Visual and Performing Arts,48028,45930,-4.4,47075,2.5,47321,0.5,48390,2.3,48444,0.1
Undergraduate 4-year,California,West,51,Health Professions and Related Clinical Sciences,44805,45504,1.6,43872,-3.6,41463,-5.5,41867,1.0,44184,5.5
Undergraduate 4-year,California,West,52,Business Management Marketing and Related Support,111261,108750,-2.3,109246,0.5,105752,-3.2,107525,1.7,113219,5.3
Undergraduate 4-year,California,West,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,,
Undergraduate 4-year,California,West,54,History,9167,8983,-2.0,8703,-3.1,8317,-4.4,8021,-3.6,7909,-1.4
Undergraduate 4-year,Colorado,West,CIP Missing,CIP Missing,5692,5238,-8.0,6247,19.2,6259,0.2,4712,-24.7,3692,-21.7
Undergraduate 4-year,Colorado,West,01,Agriculture Agriculture Operations and Related Sciences,1533,1550,1.1,1571,1.3,1640,4.4,1684,2.7,1792,6.4
Undergraduate 4-year,Colorado,West,03,Natural Resources and Conservation,2081,1897,-8.8,1910,0.7,1951,2.1,1887,-3.3,1798,-4.7
Undergraduate 4-year,Colorado,West,04,Architecture and Related Services,1348,1316,-2.3,1357,3.1,1459,7.5,1564,7.1,1590,1.7
Undergraduate 4-year,Colorado,West,05,Area Ethnic Cultural and Gender Studies,467,418,-10.5,431,3.1,397,-7.9,356,-10.4,303,-14.8
Undergraduate 4-year,Colorado,West,09,Communication Journalism and Related Programs,5804,5513,-5.0,5365,-2.7,5348,-0.3,5128,-4.1,5140,0.2
Undergraduate 4-year,Colorado,West,10,Communications Technologies/Technicians and Support Services,424,473,11.7,575,21.4,643,11.9,662,2.9,696,5.2
Undergraduate 4-year,Colorado,West,11,Computer and Information Sciences and Support Services,6595,6751,2.4,6891,2.1,7217,4.7,7725,7.0,7451,-3.5
Undergraduate 4-year,Colorado,West,12,Personal and Culinary Services,,,,,,,,,,143,
Undergraduate 4-year,Colorado,West,13,Education,5737,5437,-5.2,4115,-24.3,3800,-7.7,3640,-4.2,3898,7.1
Undergraduate 4-year,Colorado,West,14,Engineering,13153,12455,-5.3,12165,-2.3,12316,1.2,12739,3.4,13842,8.7
Undergraduate 4-year,Colorado,West,15,Engineering Technologies/Technicians,1886,1934,2.6,1902,-1.7,1885,-0.9,1856,-1.6,1962,5.8
Undergraduate 4-year,Colorado,West,16,Foreign Languages Literatures and Linguistics,968,876,-9.5,846,-3.4,746,-11.9,828,11.0,801,-3.2
Undergraduate 4-year,Colorado,West,19,Family and Consumer Sciences/Human Sciences,1636,1487,-9.1,1421,-4.4,1309,-7.9,1197,-8.6,1014,-15.3
Undergraduate 4-year,Colorado,West,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,22,Legal Professions and Studies,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,23,English Language and Literature/Letters,2570,2087,-18.8,2161,3.5,2181,0.9,2154,-1.2,2114,-1.8
Undergraduate 4-year,Colorado,West,24,Liberal Arts and Sciences General Studies and Humanities,14537,14828,2.0,15014,1.3,14430,-3.9,15189,5.3,18243,20.1
Undergraduate 4-year,Colorado,West,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,26,Biological and Biomedical Sciences,13027,11209,-14.0,11020,-1.7,12015,9.0,11737,-2.3,13136,11.9
Undergraduate 4-year,Colorado,West,27,Mathematics and Statistics,1917,1630,-14.9,1504,-7.7,1367,-9.1,1316,-3.8,1402,6.5
Undergraduate 4-year,Colorado,West,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,30,Multi/Interdisciplinary Studies,11173,9035,-19.1,7943,-12.1,8772,10.4,8622,-1.7,10206,18.4
Undergraduate 4-year,Colorado,West,31,Parks Recreation Leisure and Fitness Studies,4197,3956,-5.7,3778,-4.5,3630,-3.9,3733,2.8,2607,-30.1
Undergraduate 4-year,Colorado,West,32,Basic Skills,0,0,,0,,0,,,,,
Undergraduate 4-year,Colorado,West,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,34,Health-Related Knowledge and Skills,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,36,Leisure and Recreational Activities,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,38,Philosophy and Religious Studies,579,537,-7.3,542,0.9,553,2.0,537,-2.9,530,-1.3
Undergraduate 4-year,Colorado,West,39,Theology and Religious Vocations,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,40,Physical Sciences,3044,2603,-14.5,2552,-2.0,2572,0.8,2613,1.6,2720,4.1
Undergraduate 4-year,Colorado,West,41,Science Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,42,Psychology,9147,9161,0.2,9812,7.1,10374,5.7,10486,1.1,10302,-1.8
Undergraduate 4-year,Colorado,West,43,Security and Protective Services,2580,2400,-7.0,2345,-2.3,2141,-8.7,2034,-5.0,2019,-0.7
Undergraduate 4-year,Colorado,West,44,Public Administration and Social Service Professions,1174,1201,2.3,1220,1.6,1321,8.3,1186,-10.2,1208,1.8
Undergraduate 4-year,Colorado,West,45,Social Sciences,9348,8657,-7.4,8279,-4.4,7874,-4.9,7926,0.7,7769,-2.0
Undergraduate 4-year,Colorado,West,46,Construction Trades,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,47,Mechanic and Repair Technologies/Technicians,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,48,Precision Production,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,49,Transportation and Materials Moving,,,,,,,,,,,
Undergraduate 4-year,Colorado,West,50,Visual and Performing Arts,7671,7072,-7.8,7285,3.0,7518,3.2,7603,1.1,7609,0.1
Undergraduate 4-year,Colorado,West,51,Health Professions and Related Clinical Sciences,7437,7551,1.5,6910,-8.5,5988,-13.3,6371,6.4,6732,5.7
Undergraduate 4-year,Colorado,West,52,Business Management Marketing and Related Support,19832,18974,-4.3,19158,1.0,19709,2.9,20201,2.5,21152,4.7
Undergraduate 4-year,Colorado,West,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Colorado,West,54,History,1640,1461,-10.9,1418,-3.0,1358,-4.2,1275,-6.1,1226,-3.8
Undergraduate 4-year,Connecticut,Northeast,CIP Missing,CIP Missing,2567,3161,23.2,2385,-24.6,3187,33.6,3987,25.1,5157,29.4
Undergraduate 4-year,Connecticut,Northeast,01,Agriculture Agriculture Operations and Related Sciences,,,,,,,,,,,
Undergraduate 4-year,Connecticut,Northeast,03,Natural Resources and Conservation,596,563,-5.6,622,10.5,639,2.7,599,-6.2,621,3.7
Undergraduate 4-year,Connecticut,Northeast,04,Architecture and Related Services,123,103,-16.8,122,19.2,154,25.8,167,8.6,171,2.7
Undergraduate 4-year,Connecticut,Northeast,05,Area Ethnic Cultural and Gender Studies,426,324,-23.8,386,18.8,382,-1.0,360,-5.7,314,-12.6
Undergraduate 4-year,Connecticut,Northeast,09,Communication Journalism and Related Programs,4028,3723,-7.6,3615,-2.9,3557,-1.6,3517,-1.1,3477,-1.1
Undergraduate 4-year,Connecticut,Northeast,10,Communications Technologies/Technicians and Support Services,,,,,,0,,0,,,
Undergraduate 4-year,Connecticut,Northeast,11,Computer and Information Sciences and Support Services,2719,2821,3.8,3067,8.7,3524,14.9,3929,11.5,3849,-2.0
Undergraduate 4-year,Connecticut,Northeast,12,Personal and Culinary Services,,,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,13,Education,3097,2460,-20.6,2309,-6.1,2411,4.4,2281,-5.4,2306,1.1
Undergraduate 4-year,Connecticut,Northeast,14,Engineering,5273,5083,-3.6,4827,-5.0,4677,-3.1,4718,0.9,4955,5.0
Undergraduate 4-year,Connecticut,Northeast,15,Engineering Technologies/Technicians,942,875,-7.2,649,-25.8,697,7.5,718,3.0,762,6.1
Undergraduate 4-year,Connecticut,Northeast,16,Foreign Languages Literatures and Linguistics,497,454,-8.7,441,-2.8,455,3.3,458,0.6,421,-8.1
Undergraduate 4-year,Connecticut,Northeast,19,Family and Consumer Sciences/Human Sciences,666,655,-1.6,562,-14.1,494,-12.1,467,-5.5,428,-8.3
Undergraduate 4-year,Connecticut,Northeast,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,22,Legal Professions and Studies,168,147,-12.5,145,-1.3,138,-4.5,137,-0.8,156,13.7
Undergraduate 4-year,Connecticut,Northeast,23,English Language and Literature/Letters,1480,1353,-8.5,1403,3.7,1362,-2.9,1323,-2.9,1279,-3.3
Undergraduate 4-year,Connecticut,Northeast,24,Liberal Arts and Sciences General Studies and Humanities,14964,13173,-12.0,12598,-4.4,12019,-4.6,11604,-3.4,11595,-0.1
Undergraduate 4-year,Connecticut,Northeast,25,Library Science,,,,,,,,,,,
Undergraduate 4-year,Connecticut,Northeast,26,Biological and Biomedical Sciences,6011,5716,-4.9,5681,-0.6,5854,3.0,6104,4.3,6586,7.9
Undergraduate 4-year,Connecticut,Northeast,27,Mathematics and Statistics,1591,1487,-6.5,1439,-3.2,1479,2.8,1478,-0.0,1403,-5.1
Undergraduate 4-year,Connecticut,Northeast,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,29,Military Technologies,0,0,,0,,0,,,,,
Undergraduate 4-year,Connecticut,Northeast,30,Multi/Interdisciplinary Studies,1069,1208,13.0,1380,14.2,1543,11.8,1669,8.2,1772,6.2
Undergraduate 4-year,Connecticut,Northeast,31,Parks Recreation Leisure and Fitness Studies,792,989,24.8,1087,9.9,1118,2.9,1153,3.1,1154,0.1
Undergraduate 4-year,Connecticut,Northeast,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,36,Leisure and Recreational Activities,,,,,,,,,,,
Undergraduate 4-year,Connecticut,Northeast,37,Personal Awareness and Self-Improvement,,,,,,,,,,,
Undergraduate 4-year,Connecticut,Northeast,38,Philosophy and Religious Studies,255,237,-7.0,242,1.9,224,-7.5,232,3.6,234,1.1
Undergraduate 4-year,Connecticut,Northeast,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,40,Physical Sciences,1153,957,-17.0,938,-2.0,934,-0.3,914,-2.2,942,3.0
Undergraduate 4-year,Connecticut,Northeast,41,Science Technologies/Technicians,,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,42,Psychology,5704,5745,0.7,5920,3.1,6011,1.5,6161,2.5,6248,1.4
Undergraduate 4-year,Connecticut,Northeast,43,Security and Protective Services,2973,2916,-1.9,2675,-8.3,2559,-4.3,2536,-0.9,2613,3.1
Undergraduate 4-year,Connecticut,Northeast,44,Public Administration and Social Service Professions,1443,1387,-3.9,1170,-15.7,1013,-13.4,1022,0.8,1069,4.7
Undergraduate 4-year,Connecticut,Northeast,45,Social Sciences,7186,6720,-6.5,6803,1.2,6527,-4.1,6777,3.8,7111,4.9
Undergraduate 4-year,Connecticut,Northeast,46,Construction Trades,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,47,Mechanic and Repair Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,49,Transportation and Materials Moving,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,50,Visual and Performing Arts,3667,3326,-9.3,3233,-2.8,3209,-0.7,3312,3.2,3408,2.9
Undergraduate 4-year,Connecticut,Northeast,51,Health Professions and Related Clinical Sciences,13555,13363,-1.4,11466,-14.2,10644,-7.2,11193,5.2,11525,3.0
Undergraduate 4-year,Connecticut,Northeast,52,Business Management Marketing and Related Support,13234,12973,-2.0,12590,-2.9,12088,-4.0,12834,6.2,13577,5.8
Undergraduate 4-year,Connecticut,Northeast,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Connecticut,Northeast,54,History,1212,1137,-6.2,1162,2.2,1163,0.1,1108,-4.8,1146,3.5
Undergraduate 4-year,Delaware,South,CIP Missing,CIP Missing,1481,1613,8.9,1845,14.4,2166,17.4,2826,30.5,2981,5.5
Undergraduate 4-year,Delaware,South,01,Agriculture Agriculture Operations and Related Sciences,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,03,Natural Resources and Conservation,533,481,-9.8,508,5.7,527,3.8,506,-4.0,489,-3.4
Undergraduate 4-year,Delaware,South,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,05,Area Ethnic Cultural and Gender Studies,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,09,Communication Journalism and Related Programs,1251,1111,-11.2,1141,2.7,1244,9.0,1264,1.6,1199,-5.1
Undergraduate 4-year,Delaware,South,10,Communications Technologies/Technicians and Support Services,0,,,,,,,,,,
Undergraduate 4-year,Delaware,South,11,Computer and Information Sciences and Support Services,2219,2309,4.0,2539,10.0,2990,17.7,3088,3.3,2984,-3.4
Undergraduate 4-year,Delaware,South,12,Personal and Culinary Services,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,13,Education,2160,2036,-5.7,2002,-1.7,1799,-10.1,1716,-4.6,1717,0.0
Undergraduate 4-year,Delaware,South,14,Engineering,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,15,Engineering Technologies/Technicians,,,,,,0,,,,,
Undergraduate 4-year,Delaware,South,16,Foreign Languages Literatures and Linguistics,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,19,Family and Consumer Sciences/Human Sciences,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,22,Legal Professions and Studies,189,151,-20.3,,,,,,,121,
Undergraduate 4-year,Delaware,South,23,English Language and Literature/Letters,302,221,-27.0,,,,,,,,
Undergraduate 4-year,Delaware,South,24,Liberal Arts and Sciences General Studies and Humanities,2796,2654,-5.1,1933,-27.2,1867,-3.4,2185,17.1,1911,-12.6
Undergraduate 4-year,Delaware,South,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,26,Biological and Biomedical Sciences,1707,1660,-2.7,1701,2.5,1688,-0.8,1769,4.8,1724,-2.6
Undergraduate 4-year,Delaware,South,27,Mathematics and Statistics,207,201,-2.7,,,,,,,,
Undergraduate 4-year,Delaware,South,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,30,Multi/Interdisciplinary Studies,899,406,-54.9,,,,,,,,
Undergraduate 4-year,Delaware,South,31,Parks Recreation Leisure and Fitness Studies,1358,1255,-7.6,1212,-3.4,1137,-6.2,1145,0.7,1106,-3.4
Undergraduate 4-year,Delaware,South,32,Basic Skills,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,33,Citizenship Activities,,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,,
Undergraduate 4-year,Delaware,South,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,38,Philosophy and Religious Studies,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,40,Physical Sciences,,,,,,,,,,446,
Undergraduate 4-year,Delaware,South,41,Science Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,42,Psychology,1627,1591,-2.2,1593,0.1,1628,2.2,1779,9.3,1815,2.0
Undergraduate 4-year,Delaware,South,43,Security and Protective Services,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,44,Public Administration and Social Service Professions,525,420,-20.0,411,-2.1,447,8.7,450,0.6,468,4.1
Undergraduate 4-year,Delaware,South,45,Social Sciences,2003,2279,13.8,2083,-8.6,1921,-7.8,1757,-8.5,1756,-0.1
Undergraduate 4-year,Delaware,South,46,Construction Trades,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,47,Mechanic and Repair Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,49,Transportation and Materials Moving,,,,,,,,,,,
Undergraduate 4-year,Delaware,South,50,Visual and Performing Arts,539,466,-13.5,484,3.9,556,14.8,620,11.5,599,-3.4
Undergraduate 4-year,Delaware,South,51,Health Professions and Related Clinical Sciences,4388,4042,-7.9,3638,-10.0,3451,-5.1,3317,-3.9,3283,-1.0
Undergraduate 4-year,Delaware,South,52,Business Management Marketing and Related Support,6346,5774,-9.0,5986,3.7,6367,6.4,6824,7.2,6986,2.4
Undergraduate 4-year,Delaware,South,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 4-year,Delaware,South,54,History,197,186,-5.4,,,,,,,,
Undergraduate 4-year,District of Columbia,South,CIP Missing,CIP Missing,1068,615,-42.4,634,3.1,473,-25.5,415,-12.2,315,-24.0
Undergraduate 4-year,District of Columbia,South,01,Agriculture Agriculture Operations and Related Sciences,0,0,,0,,0,,0,,0,
Undergraduate 4-year,District of Columbia,South,03,Natural Resources and Conservation,,,,,,,,253,,246,-2.6
Undergraduate 4-year,District of Columbia,South,04,Architecture and Related Services,367,366,-0.5,372,1.8,384,3.1,426,11.1,494,15.9
Undergraduate 4-year,District of Columbia,South,05,Area Ethnic Cultural and Gender Studies,355,376,5.9,392,4.2,363,-7.3,364,0.2,372,2.2
Undergraduate 4-year,District of Columbia,South,09,Communication Journalism and Related Programs,2186,2199,0.6,2278,3.6,2192,-3.8,2122,-3.2,2059,-3.0
Undergraduate 4-year,District of Columbia,South,10,Communications Technologies/Technicians and Support Services,,,,,,,,,,,
Undergraduate 4-year,District of Columbia,South,11,Computer and Information Sciences and Support Services,1274,1251,-1.8,1311,4.8,1505,14.8,1540,2.3,1653,7.4
Undergraduate 4-year,District of Columbia,South,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate 4-year,District of Columbia,South,13,Education,787,815,3.6,786,-3.5,909,15.5,1054,16.0,1097,4.0
Undergraduate 4-year,District of Columbia,South,14,Engineering,1478,1424,-3.7,1384,-2.8,1308,-5.5,1270,-2.8,1391,9.5
Undergraduate 4-year,District of Columbia,South,15,Engineering Technologies/Technicians,,,,,,,,,,,
Undergraduate 4-year,District of Columbia,South,16,Foreign Languages Literatures and Linguistics,486,475,-2.1,417,-12.2,446,6.9,434,-2.6,392,-9.7
Undergraduate 4-year,District of Columbia,South,19,Family and Consumer Sciences/Human Sciences,,,,115,,103,-10.9,107,3.9,136,27.2
Undergraduate 4-year,District of Columbia,South,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 4-year,District of Columbia,South,22,Legal Professions and Studies,379,348,-8.1,324,-7.0,342,5.5,386,13.1,386,-0.0
Undergraduate 4-year,District of Columbia,South,23,English Language and Literature/Letters,516,473,-8.4,502,6.0,490,-2.3,455,-7.2,451,-0.9
Undergraduate 4-year,District of Columbia,South,24,Liberal Arts and Sciences General Studies and Humanities,5887,4888,-17.0,4839,-1.0,4951,2.3,5083,2.7,4458,-12.3
Undergraduate 4-year,District of Columbia,South,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 4-year,District of Columbia,South,26,Biological and Biomedical Sciences,2091,2252,7.7,2339,3.9,2364,1.1,2331,-1.4,2583,10.8
Undergraduate 4-year,District of Columbia,South,27,Mathematics and Statistics,383,370,-3.4,374,1.2,382,2.0,352,-7.6,341,-3.3
Undergraduate 4-year,District of Columbia,South,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 4-year,District of Columbia,South,29,Military Technologies,,,,,,,,,,,
