"","OPE_ID","School_Name","School_Type","State","Total_Borrowers_Evaluated","Nonpayment_Rate"
"364","001424","Wesleyan University","PRIVATE NONPROFIT","CT",1200,0.07
"365","003519","Rhodes College","PRIVATE NONPROFIT","TN",1200,0.07
"366","002526","Carroll College","PRIVATE NONPROFIT","MT",1300,0.07
"367","007035","Kettering College","PRIVATE NONPROFIT","OH",1300,0.07
"368","001859","Dordt University","PRIVATE NONPROFIT","IA",1300,0.07
"369","042808","Texas Tech University Health Sciences Center El Paso","PUBLIC","TX",1400,0.07
"370","009862","Clarkson College","PRIVATE NONPROFIT","NE",1600,0.07
"371","003409","Rhode Island School of Design","PRIVATE NONPROFIT","RI",1600,0.07
"372","003265","Franklin & Marshall College","PRIVATE NONPROFIT","PA",1600,0.07
"373","003647","Trinity University","PRIVATE NONPROFIT","TX",1600,0.07
"374","002813","Sarah Lawrence College","PRIVATE NONPROFIT","NY",1700,0.07
"375","001116","Art Center College of Design","PRIVATE NONPROFIT","CA",1700,0.07
"376","012627","Thomas M. Cooley Law School","PRIVATE NONPROFIT","MI",1800,0.07
"377","001838","Taylor University","PRIVATE NONPROFIT","IN",1900,0.07
"378","003470","South Dakota School of Mines and Technology","PUBLIC","SD",1900,0.07
"379","003238","Bucknell University","PRIVATE NONPROFIT","PA",2100,0.07
"380","003797","University of Puget Sound","PRIVATE NONPROFIT","WA",2400,0.07
"381","003268","Gettysburg College","PRIVATE NONPROFIT","PA",2400,0.07
"382","002139","Clark University","PRIVATE NONPROFIT","MA",2500,0.07
"383","003089","Ohio Northern University","PRIVATE NONPROFIT","OH",3400,0.07
"384","003785","Pacific Lutheran University","PRIVATE NONPROFIT","WA",3500,0.07
"385","003402","Bryant University","PRIVATE NONPROFIT","RI",3500,0.07
"386","004765","CUNY Graduate School & University Center","PUBLIC","NY",3800,0.07
"387","003406","Providence College","PRIVATE NONPROFIT","RI",3900,0.07
"388","001385","Fairfield University","PRIVATE NONPROFIT","CT",4300,0.07
"389","003706","Christopher Newport University","PUBLIC","VA",4400,0.07
"390","001860","Drake University","PRIVATE NONPROFIT","IA",5000,0.07
"391","002845","SUNY College at Geneseo","PUBLIC","NY",5300,0.07
"392","003194","George Fox University","PRIVATE NONPROFIT","OR",5400,0.07
"393","002517","Missouri University of Science and Technology","PUBLIC","MO",5700,0.07
"394","002323","University of Detroit Mercy","PRIVATE NONPROFIT","MI",5800,0.07
"395","001262","Point Loma Nazarene University","PRIVATE NONPROFIT","CA",6200,0.07
"396","002342","St. Catherine University","PRIVATE NONPROFIT","MN",6200,0.07
"397","001322","University of Redlands","PRIVATE NONPROFIT","CA",6300,0.07
"398","003479","Belmont University","PRIVATE NONPROFIT","TN",9400,0.07
"399","002165","MCPHS University","PRIVATE NONPROFIT","MA",10000,0.07
"400","003258","Duquesne University of the Holy Spirit","PRIVATE NONPROFIT","PA",11200,0.07
"401","012393","Thomas Jefferson University","PRIVATE NONPROFIT","PA",11400,0.07
"402","001325","University of San Francisco","PRIVATE NONPROFIT","CA",11800,0.07
"403","001117","Azusa Pacific University","PRIVATE NONPROFIT","CA",13900,0.07
"404","001321","University of California, Santa Cruz","PUBLIC","CA",14100,0.07
"405","002806","Rochester Institute of Technology","PRIVATE NONPROFIT","NY",14300,0.07
"406","001320","University of California, Santa Barbara","PUBLIC","CA",15100,0.07
"407","001140","California State University, Los Angeles","PUBLIC","CA",15400,0.07
"408","002722","Fordham University","PRIVATE NONPROFIT","NY",17000,0.07
"409","002882","Syracuse University","PRIVATE NONPROFIT","NY",18100,0.07
"410","003721","James Madison University","PUBLIC","VA",18400,0.07
"411","003545","Baylor University","PRIVATE NONPROFIT","TX",18500,0.07
"412","002838","State University of New York at Stony Brook","PUBLIC","NY",18800,0.07
"413","004508","University of Colorado Denver","PUBLIC","CO",18900,0.07
"414","003425","Clemson University","PUBLIC","SC",19300,0.07
"415","002972","North Carolina State University","PUBLIC","NC",20500,0.07
"416","001316","University of California, Riverside","PUBLIC","CA",20500,0.07
"417","001710","Loyola University Chicago","PRIVATE NONPROFIT","IL",21700,0.07
"418","001137","California State University, Fullerton","PUBLIC","CA",22500,0.07
"419","002221","University of Massachusetts - Amherst","PUBLIC","MA",23200,0.07
"420","001151","San Diego State University","PUBLIC","CA",23500,0.07
"421","001139","California State University, Long Beach","PUBLIC","CA",23900,0.07
"422","003256","Drexel University","PRIVATE NONPROFIT","PA",24000,0.07
"423","001153","California State University, Northridge","PUBLIC","CA",24300,0.07
"424","001892","University of Iowa","PUBLIC","IA",26400,0.07
"425","003210","Oregon State University","PUBLIC","OR",27100,0.07
"426","001869","Iowa State University of Science & Technology","PUBLIC","IA",27400,0.07
"427","003379","University of Pittsburgh","PUBLIC","PA",31600,0.07
"428","001775","University of Illinois Urbana-Champaign","PUBLIC","IL",31700,0.07
"429","001509","Nova Southeastern University","PRIVATE NONPROFIT","FL",32800,0.07
"430","003658","University of Texas at Austin","PUBLIC","TX",37100,0.07
"431","003632","Texas A&M University","PUBLIC","TX",41900,0.07
"432","002290","Michigan State University","PUBLIC","MI",42300,0.07
"433","034433","New York College of Traditional Chinese Medicine","PRIVATE NONPROFIT","NY",200,0.08
"434","010067","Lund University","FOREIGN","FC",200,0.08
"435","042789","Professional University Dr. Carlos J. Borrero Ríos","PROPRIETARY","PR",200,0.08
"436","034296","Atlantic Institute of Oriental Medicine","PRIVATE NONPROFIT","FL",200,0.08
"437","012203","St. Peter's Hospital College of Nursing","PRIVATE NONPROFIT","NY",200,0.08
"438","012540","Universidad de Navarra","FOREIGN","FC",200,0.08
"439","002890","Union Theological Seminary","PRIVATE NONPROFIT","NY",200,0.08
"440","039745","California Career College","PROPRIETARY","CA",300,0.08
"441","009747","Gordon Conwell Theological Seminary","PRIVATE NONPROFIT","MA",300,0.08
"442","040443","Hazelden Betty Ford Graduate School","PRIVATE NONPROFIT","MN",300,0.08
"443","036953","Community Enhancement Services","PRIVATE NONPROFIT","CA",300,0.08
"444","042870","Alder Graduate School of Education","PRIVATE NONPROFIT","CA",400,0.08
"445","009987","Saint Anthony College of Nursing","PRIVATE NONPROFIT","IL",400,0.08
"446","002093","Saint John's College","PRIVATE NONPROFIT","NM",400,0.08
"447","037643","St. Matthew's University School of Medicine","FOREIGN","FC",400,0.08
"448","001278","San Francisco Conservatory of Music","PRIVATE NONPROFIT","CA",500,0.08
"449","034733","University of the Arts London","FOREIGN","FC",500,0.08
"450","011765","Goldsmiths College - University of London","FOREIGN","FC",500,0.08
"451","032353","Massachusetts School of Law at Andover","PRIVATE NONPROFIT","MA",600,0.08
"452","021400","Riverside College of Health Sciences","PRIVATE NONPROFIT","VA",600,0.08
"453","002669","Bank Street College of Education","PRIVATE NONPROFIT","NY",700,0.08
"454","003682","Bennington College","PRIVATE NONPROFIT","VT",800,0.08
"455","003803","Whitman College","PRIVATE NONPROFIT","WA",800,0.08
"456","001134","California State University Maritime Academy","PUBLIC","CA",900,0.08
"457","023305","Laguna College of Art and Design","PRIVATE NONPROFIT","CA",1000,0.08
"458","006962","Hazard Community and Technical College","PUBLIC","KY",1100,0.08
"459","001987","Transylvania University","PRIVATE NONPROFIT","KY",1100,0.08
"460","001961","Centre College of Kentucky","PRIVATE NONPROFIT","KY",1200,0.08
"461","003856","Lawrence University","PRIVATE NONPROFIT","WI",1200,0.08
"462","001414","Trinity College","PRIVATE NONPROFIT","CT",1400,0.08
"463","003457","Wofford College","PRIVATE NONPROFIT","SC",1400,0.08
"464","003511","Milligan University","PRIVATE NONPROFIT","TN",1400,0.08
"465","001251","Otis College of Art and Design","PRIVATE NONPROFIT","CA",1500,0.08
"466","020682","Cox College","PRIVATE NONPROFIT","MO",1600,0.08
"467","002889","Union College","PRIVATE NONPROFIT","NY",1600,0.08
"468","002379","Saint John's University","PRIVATE NONPROFIT","MN",1600,0.08
"469","003042","Denison University","PRIVATE NONPROFIT","OH",1600,0.08
"470","001343","Woodbury University","PRIVATE NONPROFIT","CA",1800,0.08
"471","003086","Oberlin College","PRIVATE NONPROFIT","OH",1800,0.08
"472","003694","Saint Michael's College","PRIVATE NONPROFIT","VT",1800,0.08
"473","003681","Westminster University","PRIVATE NONPROFIT","UT",1800,0.08
"474","003304","Muhlenberg College","PRIVATE NONPROFIT","PA",2100,0.08
"475","041483","Denver College of Nursing","PROPRIETARY","CO",2100,0.08
"476","002829","St. Lawrence University","PRIVATE NONPROFIT","NY",2200,0.08
"477","002346","Concordia College - Moorhead","PRIVATE NONPROFIT","MN",2200,0.08
"478","003892","St Norbert College","PRIVATE NONPROFIT","WI",2200,0.08
"479","001196","Dominican University of California","PRIVATE NONPROFIT","CA",2300,0.08
"480","001795","University of Evansville","PRIVATE NONPROFIT","IN",2400,0.08
"481","003262","Elizabethtown College","PRIVATE NONPROFIT","PA",2400,0.08
"482","002671","Bard College","PRIVATE NONPROFIT","NY",2700,0.08
"483","003198","Linfield University","PRIVATE NONPROFIT","OR",2800,0.08
"484","002217","Stonehill College","PRIVATE NONPROFIT","MA",2800,0.08
"485","002495","Truman State University","PUBLIC","MO",3100,0.08
"486","002118","Assumption University","PRIVATE NONPROFIT","MA",3200,0.08
"487","003411","Salve Regina University","PRIVATE NONPROFIT","RI",3300,0.08
"488","003227","Willamette University","PRIVATE NONPROFIT","OR",3400,0.08
"489","003247","Misericordia  University","PRIVATE NONPROFIT","PA",3500,0.08
"490","003804","Whitworth University","PRIVATE NONPROFIT","WA",3600,0.08
"491","003211","Oregon Institute of Technology","PUBLIC","OR",3600,0.08
"492","003050","John Carroll University","PRIVATE NONPROFIT","OH",3700,0.08
"493","002992","University of Mary","PRIVATE NONPROFIT","ND",3700,0.08
"494","003296","Marywood University","PRIVATE NONPROFIT","PA",3800,0.08
"495","002712","D'Youville University","PRIVATE NONPROFIT","NY",3800,0.08
"496","001734","North Central College","PRIVATE NONPROFIT","IL",4000,0.08
"497","003166","Oklahoma City University","PRIVATE NONPROFIT","OK",4100,0.08
"498","003838","Carroll University","PRIVATE NONPROFIT","WI",4100,0.08
"499","009058","Bethel University","PRIVATE NONPROFIT","MN",4300,0.08
"500","002779","Nazareth University","PRIVATE NONPROFIT","NY",4300,0.08
"501","002748","Le Moyne College","PRIVATE NONPROFIT","NY",4500,0.08
"502","001437","Catholic University of America (The)","PRIVATE NONPROFIT","DC",4600,0.08
"503","002148","Endicott College","PRIVATE NONPROFIT","MA",4700,0.08
"504","002318","Spring Arbor University","PRIVATE NONPROFIT","MI",4700,0.08
"505","001122","Biola University","PRIVATE NONPROFIT","CA",5000,0.08
"506","003486","Lipscomb University","PRIVATE NONPROFIT","TN",5200,0.08
"507","020705","Concordia University Irvine","PRIVATE NONPROFIT","CA",5600,0.08
"508","003384","University of Scranton","PRIVATE NONPROFIT","PA",5700,0.08
"509","003923","University of Wisconsin - River Falls","PUBLIC","WI",5700,0.08
"510","002078","Loyola University Maryland","PRIVATE NONPROFIT","MD",5800,0.08
"511","002933","High Point University","PRIVATE NONPROFIT","NC",6000,0.08
"512","002380","Saint Mary's University of Minnesota","PRIVATE NONPROFIT","MN",6000,0.08
"513","003921","University of Wisconsin - Platteville","PUBLIC","WI",6400,0.08
"514","002146","Emerson College","PRIVATE NONPROFIT","MA",6500,0.08
"515","003613","Southern Methodist University","PRIVATE NONPROFIT","TX",7400,0.08
"516","001363","Regis University","PRIVATE NONPROFIT","CO",7800,0.08
"517","002394","Winona State University","PUBLIC","MN",8100,0.08
"518","002782","New York Institute of Technology","PRIVATE NONPROFIT","NY",8400,0.08
"519","003127","University of Dayton","PRIVATE NONPROFIT","OH",10000,0.08
"520","001890","University of Northern Iowa","PUBLIC","IA",10500,0.08
"521","003471","South Dakota State University","PUBLIC","SD",10700,0.08
"522","001141","California State University, Dominguez Hills","PUBLIC","CA",11000,0.08
"523","002997","North Dakota State University - Fargo","PUBLIC","ND",11100,0.08
"524","001402","Quinnipiac University","PRIVATE NONPROFIT","CT",11600,0.08
"525","003367","Saint Joseph's University","PRIVATE NONPROFIT","PA",11900,0.08
"526","021553","Chicago School of Professional Psychology","PRIVATE NONPROFIT","CA",12100,0.08
"527","002506","Saint Louis University","PRIVATE NONPROFIT","MO",12200,0.08
"528","003005","University of North Dakota","PUBLIC","ND",12900,0.08
"529","010142","Touro University","PRIVATE NONPROFIT","NY",13300,0.08
"530","001580","Mercer University","PRIVATE NONPROFIT","GA",13400,0.08
"531","002732","Hofstra University","PRIVATE NONPROFIT","NY",13600,0.08
"532","003677","Utah State University","PUBLIC","UT",14700,0.08
"533","001144","California State Polytechnic University, Pomona","PUBLIC","CA",16000,0.08
"534","001431","University of Delaware","PUBLIC","DE",18500,0.08
"535","002589","University of New Hampshire","PUBLIC","NH",18500,0.08
"536","001009","Auburn University","PUBLIC","AL",20000,0.08
"537","002565","University of Nebraska","PUBLIC","NE",20300,0.08
"538","001370","University of Colorado Boulder","PUBLIC","CO",22400,0.08
"539","003223","University of Oregon","PUBLIC","OR",22500,0.08
"540","002516","University of Missouri - Columbia","PUBLIC","MO",26300,0.08
"541","001417","University of Connecticut","PUBLIC","CT",26700,0.08
"542","001350","Colorado State University","PUBLIC","CO",27000,0.08
"543","036983","West Coast University","PROPRIETARY","CA",27100,0.08
"544","002837","State University of New York at Buffalo","PUBLIC","NY",27300,0.08
"545","001809","Indiana University - Bloomington","PUBLIC","IN",28000,0.08
"546","003749","George Mason University","PUBLIC","VA",29000,0.08
"547","003090","Ohio State University (The)","PUBLIC","OH",47800,0.08
"548","002629","Rutgers, the State University of New Jersey","PUBLIC","NJ",57000,0.08
"549","040663","Cardiac and Vascular Institute of Ultrasound","PROPRIETARY","AL",200,0.09
"550","004058","Gratz College","PRIVATE NONPROFIT","PA",200,0.09
"551","021019","Roehampton University","FOREIGN","FC",300,0.09
"552","006534","Citizens School of Nursing","PRIVATE NONPROFIT","PA",300,0.09
"553","008365","Concordia University","FOREIGN","FC",400,0.09
"554","006565","Reading Hospital School of Health Sciences","PRIVATE NONPROFIT","PA",500,0.09
"555","002092","St. John's College","PRIVATE NONPROFIT","MD",500,0.09
"556","023172","Maranatha Baptist University","PRIVATE NONPROFIT","WI",500,0.09
"557","010975","University of Puerto Rico - Bayamon","PUBLIC","PR",600,0.09
"558","006331","Lawrence Memorial Hospital School of Nursing","PRIVATE NONPROFIT","MA",600,0.09
"559","034404","Marian Health Careers Center","PROPRIETARY","CA",600,0.09
"560","002337","Bethany Lutheran College","PRIVATE NONPROFIT","MN",700,0.09
"561","003686","Goddard College","PRIVATE NONPROFIT","VT",700,0.09
"562","003966","Boston Architectural College","PRIVATE NONPROFIT","MA",800,0.09
"563","001953","Asbury Theological Seminary","PRIVATE NONPROFIT","KY",800,0.09
"564","031042","Carolinas College of Health Sciences","PUBLIC","NC",800,0.09
"565","003484","Covenant College","PRIVATE NONPROFIT","GA",800,0.09
"566","002759","Manhattan School of Music","PRIVATE NONPROFIT","NY",900,0.09
"567","001617","College of Idaho (The)","PRIVATE NONPROFIT","ID",1100,0.09
"568","002275","Kalamazoo College","PRIVATE NONPROFIT","MI",1300,0.09
"569","002044","Maine Maritime Academy","PUBLIC","ME",1300,0.09
"570","030719","Mount Carmel College of Nursing","PRIVATE NONPROFIT","OH",1300,0.09
"571","002108","Washington College","PRIVATE NONPROFIT","MD",1300,0.09
"572","001220","Master's University and Seminary (The)","PRIVATE NONPROFIT","CA",1400,0.09
"573","020653","Prescott College","PRIVATE NONPROFIT","AZ",1500,0.09
"574","002814","Skidmore College","PRIVATE NONPROFIT","NY",1500,0.09
"575","002239","Aquinas College","PRIVATE NONPROFIT","MI",1500,0.09
"576","001792","DePauw University","PRIVATE NONPROFIT","IN",1500,0.09
"577","001132","California Institute of the Arts","PRIVATE NONPROFIT","CA",1500,0.09
"578","003279","Juniata College","PRIVATE NONPROFIT","PA",1700,0.09
"579","002540","College of Saint Mary","PRIVATE NONPROFIT","NE",1700,0.09
"580","002181","Massachusetts Maritime Academy","PUBLIC","MA",1700,0.09
"581","013022","City University of Seattle","PRIVATE NONPROFIT","WA",1700,0.09
"582","003799","Walla Walla University","PRIVATE NONPROFIT","WA",1800,0.09
"583","003037","College of Wooster (The)","PRIVATE NONPROFIT","OH",1800,0.09
