"unitid","institution name","year","HD2024.FIPS state code","HD2024.Degree-granting status","HD2024.Institution size category","HD2024.State abbreviation","HD2024.FIPS state code","HD2024.Bureau of Economic Analysis (BEA) regions","HD2024.Sector of institution","HD2024.Degree of urbanization (Urban-centric locale)","HD2024.Institutional category","HD2024.Carnegie Classification 2021: Basic","DRVC2024.Certificates of less than 1 year","DRVC2024.Certificate of less than 12 weeks","DRVC2024.Certificate of at least 12 weeks, but less than 1 year","DRVC2024.Certificates of 1 but less than 2 years","DRVC2024.Certificates of 2 but less than 4 years","DRVC2024.Number of students receiving certificates of less than 12 weeks","DRVC2024.Number of students receiving certificates of at least 12 weeks, but less than 1 year","DRVC2024.Number of students receiving a certificate of 1 but less than 4 years"
"496423","Zorganics Institute of Beauty and Wellness","2024","Washington","Nondegree-granting, primarily postsecondary","Under 1,000","Washington","Washington","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","11","0","11","7","0","0","11","7"
"496478","Motion Picture Institute","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","50","0","50","0","0","0","50","0"
"496520","Zen Shiatsu Chicago","2024","Illinois","Nondegree-granting, primarily postsecondary","Under 1,000","Illinois","Illinois","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","20","0","20","0","0","0","20","0"
"496539","The  Salon Professional Academy of Holland","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","15","0","15","34","0","0","15","34"
"496575","Dymond Designs Beauty School","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","23","0","23","20","0","0","23","20"
"496618","National Institute for Medical Assistant Advancement (NIMAA)","2024","Colorado","Nondegree-granting, primarily postsecondary","Under 1,000","Colorado","Colorado","Rocky Mountains (CO, ID, MT, UT, WY)","Private not-for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","180","0","0","0","180"
"496645","Burlington County Institute of Technology-Adult Education","2024","New Jersey","Nondegree-granting, primarily postsecondary","Under 1,000","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Public, less-than 2-year","Rural: Fringe","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","57","0","57","31","0","0","57","31"
"496663","Riggins Urban Barber College","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","34","0","0","0","34"
"496672","Hair Arts Institute","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","23","0","0","0","23"
"496690","Body Wisdom Massage Therapy School","2024","Iowa","Nondegree-granting, primarily postsecondary","Under 1,000","Iowa","Iowa","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","19","0","0","0","19"
"496715","CTK Healthcare & Career Institute","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","131","131","0","75","0","131","0","75"
"496724","Aesthetics Institute","2024","Missouri","Nondegree-granting, primarily postsecondary","Under 1,000","Missouri","Missouri","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","17","0","0","0","17"
"496733","Sierra Academy of Style","2024","Nevada","Nondegree-granting, primarily postsecondary","Under 1,000","Nevada","Nevada","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","51","0","51","34","0","0","51","34"
"496751","Institute of Allied Healthcare","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","221","194","27","12","0","186","21","11"
"496894","Branford Academy of Hair & Cosmetology-Bridgeport","2024","Connecticut","Nondegree-granting, primarily postsecondary","Under 1,000","Connecticut","Connecticut","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","10","0","10","7","0","0","10","7"
"496919","United Education Institute-Las Vegas","2024","Nevada","Nondegree-granting, primarily postsecondary","Under 1,000","Nevada","Nevada","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","548","0","0","0","548"
"496955","UEI College-Mesa","2024","Arizona","Nondegree-granting, primarily postsecondary","Under 1,000","Arizona","Arizona","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","344","0","0","0","344"
"496964","Larry's Barber College-Joliet","2024","Illinois","Nondegree-granting, primarily postsecondary","Under 1,000","Illinois","Illinois","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","15","0","0","0","15"
"497073","Ogle School Hair Skin Nails-Willowbrook","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","217","0","217","102","0","0","217","102"
"497161","Ohio Business College-Dayton-Driving Academy","2024","Ohio","Nondegree-granting, primarily postsecondary","Under 1,000","Ohio","Ohio","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","253","253","0","22","0","253","0","22"
"497189","The Rapha School","2024","Pennsylvania","Nondegree-granting, primarily postsecondary","Under 1,000","Pennsylvania","Pennsylvania","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Rural: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","27","27","0","25","0","27","0","25"
"497198","Academy of Allied Health Careers","2024","Tennessee","Nondegree-granting, primarily postsecondary","Under 1,000","Tennessee","Tennessee","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","243","145","98","0","0","145","98","0"
"497204","Mei Barber School","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","69","0","0","0","69"
"497222","Salon Professional Academy-Elevate Salon Institute","2024","Florida","Nondegree-granting, primarily postsecondary","Under 1,000","Florida","Florida","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","53","0","53","3","0","0","53","3"
"497301","Avalon Institute-Las Vegas","2024","Nevada","Nondegree-granting, primarily postsecondary","Under 1,000","Nevada","Nevada","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","39","0","39","184","0","0","39","184"
"497310","Medspa Academies-National Institute of Modern Aesthetics","2024","Nevada","Nondegree-granting, primarily postsecondary","Under 1,000","Nevada","Nevada","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","190","0","0","0","190"
"497329","American Institute-Cherry Hill","2024","New Jersey","Nondegree-granting, primarily postsecondary","Under 1,000","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","18","0","18","129","0","0","18","129"
"497356","Barber Education Academy","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","32","0","0","0","29"
"497365","Legends Barber College","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Town: Remote","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","21","0","0","0","21"
"497374","Academia Medical Institute","2024","Ohio","Nondegree-granting, primarily postsecondary","Under 1,000","Ohio","Ohio","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","141","0","0","0","141"
"497383","Barbers Trade School","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","5","0","5","24","0","0","5","24"
"497392","Top of the Line Barber School","2024","Texas","Nondegree-granting, primarily postsecondary","Under 1,000","Texas","Texas","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","6","0","6","72","0","0","6","72"
"497417","Kino College","2024","Arizona","Nondegree-granting, primarily postsecondary","Under 1,000","Arizona","Arizona","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","22","0","22","0","0","0","22","0"
"497426","Salon Professional Academy","2024","New Jersey","Nondegree-granting, primarily postsecondary","Under 1,000","New Jersey","New Jersey","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","88","0","88","68","0","0","88","68"
"497435","Southern California College of Barber and Beauty","2024","California","Nondegree-granting, primarily postsecondary","Under 1,000","California","California","Far West (AK, CA, HI, NV, OR, WA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","26","3","23","39","0","3","23","39"
"497444","Hello Gorgeous Barbers Stillwater's School of Barbering","2024","Oklahoma","Nondegree-granting, primarily postsecondary","Under 1,000","Oklahoma","Oklahoma","Southwest (AZ, NM, OK, TX)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","4","0","4","10","0","0","4","10"
"497471","Personal Touch Beauty and Barber College","2024","South Carolina","Nondegree-granting, primarily postsecondary","Under 1,000","South Carolina","South Carolina","Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","5","0","0","0","5"
